,sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
203,1.0,23.586058,1.700499,81.108599,1.0,1.0,2.042762,2.9774,2.0,0.0,1.522426,0.501417,1.029135,2.0,1.0
204,1.0,21.566815,1.748533,133.94608,1.0,1.0,3.0,3.0,2.0,0.0,2.833566,1.413239,0.862724,2.0,1.0
205,0.0,19.329542,1.7263079472382126,55.700497,1.0,1.0,2.0,4.0,2.0,0.0,2.157395,2.0,1.679149,0.0,0.0
206,0.0,17.671064,1.854706,59.20945,1.0,1.0,2.707666,3.737914,2.0,0.0,2.026547,2.009397,0.613971,0.0,0.0
207,1.0,34.0,1.68,75.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0
208,1.0,22.846357,1.757442,133.365094,1.0,1.0,3.0,3.0,2.0,0.0,2.84837,1.206059,0.766668,2.0,1.0
209,1.0,26.0,1.629191,104.826776,1.0,1.0,3.0,3.0,2.0,0.0,2.654702,0.0,0.555468,2.0,1.0
210,0.0,17.377131,1.811238,58.83071,1.0,1.0,2.483979,3.762778,2.0,0.0,2.0,2.0,0.930051,0.0,0.0
211,0.0,25.426457,1.836592,118.377601,1.0,1.0,1.84199,3.0,2.0,0.0,2.503244,1.226019,0.078207,2.0,1.0
212,1.0,19.993565,1.828961551769717,152.43563,1.0,1.0,3.0,3.0,2.0,0.0,2.365188,1.256115,0.760091,2.0,1.0
213,0.0,24.201622,1.8074612743921328,120.589419,1.0,1.0,2.113843,3.0,2.0,0.0,2.316069,1.804157,0.357314,2.0,1.0
214,0.0,25.0,1.78,78.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.5970273942521496,2.0,1.0
215,1.0,20.225396,1.550648,44.641796,0.0,1.0,3.0,2.857787,3.0,0.0,1.0,0.754646,0.0,2.0,1.0
216,1.0,36.0,1.58,60.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0
217,1.0,21.022206,1.73995,135.693381,1.0,1.0,3.0,3.0,2.0,0.0,1.663213,1.094035,0.786665,2.0,1.0
218,0.0,19.865895,1.76033,55.3707,1.0,1.0,2.120185,4.0,2.0,0.0,2.582165,2.0,1.510609,0.0,0.0
219,0.0,33.0,1.85,93.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0
220,0.0,18.0,1.845399,60.0,1.0,1.0,3.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
221,1.0,37.471683,1.549812,66.03959463631068,1.0,1.0,2.0,2.765213,2.0,0.0,1.8934222387093906,1.350001,0.0,2.0,0.0
222,0.0,33.100581,1.838791,87.85785,0.0,1.0,2.814453,2.608055,2.0,0.0,1.85916,2.0,0.516084,0.0,0.0
223,0.0,22.429812,1.64037,70.0,0.0,1.0,2.0,1.0,0.0,0.0,2.069184,0.729898,0.0,2.0,1.0
224,0.0,40.366238,1.722396,109.349025,1.0,1.0,2.281963,3.770379,2.0,0.0,1.0,1.330519,0.0,0.0,0.0
225,0.0,16.496978,1.691206,50.0,0.0,1.0,2.0,1.630846,2.0,0.0,2.975528,0.548991,0.369134,2.0,1.0
226,0.0,22.851773,1.752115,79.414603,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.315983,0.0,2.0,1.0
227,0.0,30.444081,1.761068,118.370628,1.0,1.0,2.571274,3.0,2.0,0.0,2.224164,1.018158,1.152899,2.0,0.0
228,1.0,22.362877,1.607182,82.368441,1.0,1.0,1.880534,2.50462295742881,2.0,0.0,2.313245,2.146778,0.196084,0.0,1.0
229,0.0,18.525834,1.776989,57.275946,1.0,1.0,2.0,3.747163,2.0,0.0,2.575535,2.0,1.84383,0.0,0.0
230,0.0,18.04892,1.721384,99.430612,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.579431,0.839862,0.0,1.0
231,1.0,19.091346,1.603923,45.0,0.0,0.0,3.0,3.0,3.0,0.0,1.28246,1.60195,0.0,2.0,1.0
232,1.0,18.540535,1.564568,41.397378,0.0,1.0,2.658112,1.0,2.0,0.0,1.298165,0.0,1.639326,2.0,1.0
233,0.0,26.0,1.640535,111.555967,1.0,1.0,3.0,3.0,2.0,0.0,2.634342,0.0,0.5579529903278702,2.0,1.0
234,1.0,38.464538,1.696423,78.967919,1.0,1.0,3.0,3.0,2.0,0.0,2.981604,1.2176372928813137,0.0,0.0,0.0
235,0.0,18.0,1.717826,51.7325,1.0,1.0,2.043137445456305,3.0,2.0,0.0,1.325326,0.227985,1.708309,2.0,1.0
236,0.0,20.0,1.83,66.0,0.0,0.0,2.0,2.8550844172603163,2.0,0.0,2.0,1.0,1.0,0.0,1.0
237,1.0,19.633898,1.66084,49.039794,0.0,0.0,2.750715,3.0,3.0,0.0,1.8916062205274926,1.067817,1.0,2.0,1.0
238,0.0,55.137881,1.657221,80.993213,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
239,0.0,23.975544160145965,1.840708,98.259423,1.0,1.0,2.333503,1.820779,2.0,0.0,2.559265,1.327193,0.481357,2.0,0.0
240,0.0,28.404332,1.787379,112.173731,1.0,1.0,1.878251,3.0,2.0,0.0,2.022933,0.0,0.325445,2.0,1.0
241,1.0,23.0,1.65,80.0,1.0,1.0,2.2428603207056463,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
242,1.0,21.287999,1.555778,42.3601,0.0,0.0,2.318355,1.082304,3.0,0.0,1.220365,0.033328,0.0,0.0,1.0
243,1.0,37.205173,1.667469,80.993373,1.0,1.0,2.01054,2.77684,2.0,0.0,1.651548,0.0,0.790967,0.0,0.0
244,0.0,31.662814,1.848965,98.912261,1.0,1.0,2.399531,2.623079,2.0,0.0,2.535127,1.030752,0.606264,2.0,0.0
245,0.0,18.0,1.75,70.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0
246,1.0,22.829681,1.616085,82.582954,1.0,1.0,2.663866,1.416309,2.0,0.0,2.379275,0.256323,0.598244,2.0,1.0
247,0.0,21.0,1.76,78.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.2135555241387204,0.0,2.0,2.0
248,0.0,17.120699,1.809251,58.968994,1.0,1.0,2.524428,4.0,2.0,0.0,2.0,2.0,0.03838,0.0,0.0
249,0.0,21.624552,1.790151,106.320686,1.0,1.0,2.490776,3.0,2.0,0.0,2.654517,0.112454,0.756339,2.0,1.0
250,1.0,27.899784,1.7,74.244004,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.722053,0.0,2.0,0.0
251,0.0,37.765356,1.763582,117.86159,1.0,1.0,2.145114,2.888193,2.0,0.0,2.038128,0.852344,0.0,2.0,0.0
252,0.0,21.620245,1.605314,66.621646,1.0,1.0,2.357496,3.376717,2.0,0.0,2.184843,1.358185,0.014885,2.0,1.0
253,1.0,37.0,1.65,73.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
254,1.0,25.0,1.57,55.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0
255,1.0,22.0,1.56,49.0,0.0,1.0,2.0,2.416017322880439,2.0,0.0,1.0,2.0,0.0,0.0,2.0
256,0.0,22.649792,1.685045,81.022119,1.0,1.0,2.0,2.756622,2.0,0.0,1.606076,0.432973,1.749586,0.0,1.0
257,0.0,20.432717,1.719342,80.790813,1.0,1.0,2.215464,2.116195,2.0,0.0,1.80996,1.910577,0.971746,0.0,1.0
258,0.0,28.39124,1.81006,87.286783,0.0,1.0,3.0,3.0,2.0,0.0,1.205633,2.0,0.0,0.0,0.0
259,0.0,18.0,1.78,64.4,1.0,1.0,3.0,3.2036377657755972,3.0,0.0,2.0,3.0,2.0,0.0,2.0
260,0.0,21.029633,1.607082,67.722222,1.0,1.0,2.0,3.691226,0.0,0.0,3.0,1.1864460346341446,0.3352,2.0,1.0
261,0.0,21.0,1.8,62.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
262,1.0,22.998709,1.740108,53.65727,1.0,1.0,2.241606,3.0,3.0,0.0,1.846626,2.460238,0.814518,0.0,1.0
263,0.0,19.337404,1.859927,87.105828,1.0,1.0,2.21232,4.0,2.0,0.0,2.374044,2.0,0.622638,2.0,1.0
264,0.0,22.789402,1.64187,104.270062,1.0,1.0,2.869833,1.569176,2.0,0.0,1.533682,0.167943,1.368262,0.0,1.0
265,0.0,31.199261,1.848845,125.077863,1.0,1.0,2.49619,3.0,2.0,1.0,1.662117,0.992371,0.217632,2.0,1.0
266,1.0,23.099906,1.571812,78.997166,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.402614,0.0,0.0,1.0
267,0.0,19.749627,1.680764,79.621463,1.0,0.0,1.83746,3.0,2.0,0.0,2.0,1.194519,1.212762,0.0,1.0
268,1.0,36.310292,1.701397,83.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.472172,0.0,0.0,0.0
269,0.0,25.0,1.83,107.9986215105744,1.0,0.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0
270,1.0,27.0,1.55,65.8168901120329,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
271,0.0,30.242597,1.7629931750601942,118.382361,1.0,1.0,2.312528,3.0,2.0,0.0,2.1469615220324068,1.07672,1.035711,2.0,0.0
272,0.0,23.884212,1.713825,83.952968,1.0,1.0,2.340878594404682,2.6648,2.0,0.0,1.810738,0.80989,1.0,2.0,1.0
273,1.0,18.0,1.56,51.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0
274,1.0,26.0,1.627567,107.482662,1.0,1.0,3.0,3.0,2.0,0.0,2.687378,0.0,0.410651,2.0,1.0
275,0.0,17.0,1.844749,59.313525,1.0,1.0,2.432886,3.0,2.0,0.0,2.1645063151661863,2.697949,1.0,0.0,0.0
276,0.0,22.343204,1.87034,121.458232,1.0,1.0,2.836055,2.675411,2.0,0.0,1.711666,0.93732,0.0,2.0,1.0
277,1.0,17.451085,1.6,78.46908434311652,1.0,1.0,3.0,2.449723,2.0,0.0,2.0,0.479592,1.720642,2.0,1.0
278,1.0,51.0,1.59,50.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0
279,0.0,24.408805,1.779547,118.740035,1.0,1.0,2.736298,2.992903,2.0,0.0,2.045561,0.854957,0.428452,2.0,1.0
280,0.0,36.67933,1.780725,98.790167,1.0,1.0,2.540949,1.116401,2.0,0.0,2.929123,2.787319,0.10618090526602408,3.0,0.0
281,1.0,23.421726,1.755467,133.478611,1.0,1.0,3.0,3.0,2.0,0.0,2.843782,1.302507,0.773807,2.0,1.0
282,0.0,21.214617,1.930416,118.560509,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0.732186,1.0,2.0,1.0
283,1.0,19.442663,1.627812,82.0,1.0,1.0,1.081585,2.870661,2.0,0.0,1.11756,0.0,1.616826,2.0,1.0
284,1.0,26.0,1.65632,111.93301,1.0,1.0,3.0,3.0,2.0,0.0,2.774014,0.0,0.138418,2.0,1.0
285,1.0,26.0,1.600905,110.074946,1.0,1.0,3.0,3.0,2.0,0.0,2.555189,0.0,0.462973,2.0,1.0
286,0.0,23.0,1.65,66.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0
287,0.0,17.0,1.7,70.0,1.0,1.0,2.231932024227439,3.0,2.0,0.0,2.0,1.2071924045409848,2.0,2.0,2.0
288,1.0,26.0,1.631332,111.829957,1.0,1.0,3.0,3.0,2.0,0.0,2.55975,0.0,0.237307,2.0,1.0
289,1.0,26.0,1.635905,111.571076,1.0,1.0,3.0,3.0,2.0,0.0,2.511399,0.0,0.258472,2.0,1.0
290,1.0,39.392569,1.706349,85.720788,1.0,1.0,2.944287,1.466393,2.0,0.0,2.442775,0.8521865457498912,0.779334,0.0,0.0
291,0.0,36.839761,1.74285,106.421042,1.0,1.0,2.541785,2.902639,2.0,0.0,1.0,1.668961,0.0,0.0,0.0
292,0.0,17.908114,1.793926,59.682591,1.0,1.0,2.568063,4.0,2.0,0.0,2.0,2.0,0.220029,0.0,0.0
293,0.0,32.29016,1.754956,120.098812,1.0,1.0,2.9673,3.0,2.0,0.0,2.530035,0.955317,1.339232,2.0,0.0
294,0.0,28.363149,1.793476,112.725005,1.0,1.0,1.99124,3.0,2.0,0.0,1.9847170330297796,0.0,0.292956,2.0,1.0
295,0.0,18.0,1.708107,51.314659,1.0,1.0,1.303878,3.0,2.0,0.0,1.755497,0.062932,1.672532,2.0,1.0
296,0.0,18.900253,1.750359,79.828725,1.0,1.0,2.0,2.228113,2.0,0.0,2.045004,1.293665,0.961806,3.0,1.0
297,0.0,22.283082,1.870931,89.251639,1.0,1.0,2.0,2.799979,2.0,0.0,1.081333,0.444347,1.0,2.0,1.0
298,1.0,18.535075,1.688025,45.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,2.539762,1.283673,0.0,1.0
299,0.0,18.0,1.797523,108.316462,1.0,1.0,2.0,1.941307,2.0,0.0,2.708168,1.0,1.425852,0.0,1.0
300,0.0,18.0,1.7,60.0,0.0,1.0,2.0,2.7155312252150576,2.0,0.0,2.0,2.0,1.0,0.0,1.0
301,0.0,31.010302,1.764166,119.373019,1.0,1.0,2.970983,3.0,2.0,0.0,2.828861,0.454944,1.915818,2.0,0.0
302,1.0,18.845518,1.753471,80.0,1.0,1.0,2.0,1.391778,2.0,0.0,2.64548,2.685087,0.97554,0.0,1.0
303,0.0,18.0,1.811738,108.897324,1.0,1.0,2.0,1.202179,2.0,0.0,2.36293,1.0,1.47574,0.0,1.0
304,0.0,22.0,1.691303,80.539,1.0,1.0,2.0,2.038373,2.0,0.0,2.0,2.70825,1.506576,2.0,1.0
305,0.0,25.540865,1.678201,109.900472,1.0,1.0,3.0,3.0,2.0,0.0,1.471664,0.143955,0.444532,2.0,1.0
306,0.0,21.997335,1.65,80.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.527341,2.0,0.0,1.0
307,0.0,26.288417,1.767806,82.694689,1.0,1.0,1.947405,3.118013,2.0,0.0,2.136159,0.783963,0.88868,0.0,1.0
308,1.0,22.226815,1.609068,83.785312,1.0,1.0,2.094184,2.735706,2.0,0.0,2.257922,2.230547,0.195339,0.0,1.0
309,0.0,17.362129,1.80671,59.243506,1.0,1.0,2.424977,4.0,2.0,0.0,2.0,2.0,0.9552576749639626,0.0,0.0
310,0.0,20.738469,1.759933,55.003417,1.0,1.0,2.627031,3.832911,2.0,0.0,2.993448,2.0,1.425903,0.0,1.0
311,1.0,19.052833,1.546551,42.069992,0.0,1.0,3.0,1.735493,2.0,0.0,2.318736,1.193486,0.74568,0.0,1.0
312,0.0,22.549208,1.629194,70.0,0.0,1.0,2.0,1.0,0.0,0.0,2.803311,0.245354,0.0,2.0,1.0
313,0.0,18.0,1.77,87.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0
314,1.0,20.254534,1.56948,41.324558,0.0,1.0,2.392665,1.0,3.0,0.0,1.0,0.0,0.738269,2.0,1.0
315,1.0,21.394047,1.792933,137.832414,1.0,1.0,3.0,3.0,2.0,0.0,2.682909,1.318743,0.900497,2.0,1.0
316,0.0,19.506389,1.824449,87.656029,1.0,1.0,2.793561,3.788602,2.0,0.0,2.429059,2.094542,0.393358,2.0,1.0
317,1.0,21.0,1.66,65.50227734899781,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
318,0.0,24.0409,1.603226,99.605527,1.0,1.0,3.0,1.262831,2.0,0.0,1.0,0.883171,1.382995,0.0,1.0
319,1.0,26.0,1.602025,104.899348,1.0,1.0,3.0,3.0,2.0,0.0,2.613928,0.0,0.553093,2.0,1.0
320,1.0,16.0,1.6,57.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0
321,1.0,21.0,1.54,56.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0
322,1.0,17.823438,1.708406,50.0,0.0,1.0,1.642241,3.45259,2.0,0.0,1.099231,0.418875,1.0,2.0,1.0
323,1.0,21.051107,1.753266,133.852432,1.0,1.0,3.0,3.0,2.0,0.0,2.95311,1.445148,0.67321,2.0,1.0
324,0.0,29.681308,1.680058,89.994351,1.0,1.0,2.104772,2.376374,2.0,0.0,2.218691,1.52184,0.0,2.0,0.0
325,0.0,34.0,1.69,92.29321258765091,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0.9740297845275769,0.0,0.0,0.0
326,1.0,23.0,1.7,56.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0
327,1.0,28.770039,1.580858,79.713492,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.005405,0.0,0.0,1.0
328,0.0,19.478533,1.804099,85.196279,1.0,1.0,2.459976,3.30846,2.0,0.0,2.078011,1.779646,0.871772,2.0,1.0
329,0.0,22.396504,1.869098,61.411141,1.0,1.0,3.0,3.263201,2.0,0.0,2.233274,1.557737,0.000355,2.0,0.0
330,0.0,28.404332,1.787379,112.173731,1.0,1.0,1.878251,3.0,2.0,0.0,2.022933,0.0,0.325445,2.0,1.0
331,0.0,40.501722,1.744974,111.169678,1.0,1.0,2.294259,2.850948,2.0,0.0,1.87029,0.917014,0.0,0.0,0.0
332,0.0,22.882558,1.793451,97.30384572154199,1.0,1.0,1.899116,2.375026,2.0,0.0,1.39854,0.0,1.365793,2.0,1.0
333,1.0,25.989938,1.644199,105.036075,1.0,1.0,3.0,3.0,2.0,0.0,2.310076,0.07115,0.733085,2.0,1.0
334,0.0,39.569004,1.785286,100.431625,1.0,1.0,2.871768,1.792695,2.0,0.0,2.691322,2.545707,0.903903,3.0,0.0
335,0.0,17.0,1.9,60.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0
336,1.0,21.849705,1.770612,133.963349,1.0,1.0,3.0,3.0,2.0,0.0,2.825629,1.399183,0.928972,2.0,1.0
337,0.0,23.562135,1.717432,75.371244,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.121585,1.967259,2.0,1.0
338,0.0,20.432717,1.719342,80.790813,1.0,1.0,2.215464,2.116195,2.0,0.0,1.80996,1.910577,0.971746,0.0,1.0
339,0.0,22.0,1.61,67.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,2.0,0.8192767680336626,2.0,1.0
340,1.0,25.96773,1.603404,105.031908,1.0,1.0,3.0,3.0,2.0,0.0,1.919473,0.5394307519109072,0.546137,2.0,1.0
341,0.0,28.992809,1.909105,129.874864,1.0,1.0,2.206119,3.0,2.0,0.0,1.483856,1.113169,0.0,2.0,1.0
342,0.0,22.766227,1.874061,89.754302,1.0,1.0,2.0,2.870005,2.0,0.0,1.15031,0.417724,1.0,2.0,0.0
343,0.0,25.66668,1.79858,117.93329,1.0,1.0,2.037042,3.0,2.0,0.0,2.43699,1.016254,0.020044,2.0,1.0
344,1.0,22.209706,1.593847,44.050251,0.0,0.0,3.0,2.99321,3.0,0.0,2.0255048425107764,1.967234,0.0,0.0,1.0
345,0.0,22.480889,1.605662,82.470375,1.0,1.0,1.557287,1.0,2.0,0.0,2.371015,0.288032,2.0,2.0,1.0
346,1.0,21.001969,1.736215,132.145549,1.0,1.0,3.0,3.0,2.0,0.0,1.657541,1.672639,0.629285,2.0,1.0
347,1.0,38.692265,1.607490599807771,62.341438,1.0,1.0,2.956671,2.965494,2.0,0.0,2.868132,0.0,0.54925,2.0,0.0
348,1.0,24.387183770812143,1.748106,133.259033,1.0,1.0,3.0,3.0,2.0,0.0,1.931163,1.562213,0.926565,2.0,1.0
349,1.0,21.0,1.66,65.50227734899781,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
350,0.0,18.0,1.73,70.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0
351,0.0,21.0,1.75,50.0,1.0,1.0,3.0,4.0,3.0,0.0,1.916125796751051,1.0,0.0,0.0,2.0
352,0.0,25.542454,1.763215,115.10813,1.0,1.0,2.5774985681946467,3.0,2.0,0.0,2.165408,1.315045,0.688985,2.0,1.0
353,0.0,27.83173,1.704028,101.634313,1.0,1.0,2.630401,1.0,2.0,0.0,1.0,0.245354,0.315261,2.0,0.0
354,1.0,21.0,1.53,53.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0
355,0.0,41.0,1.75,118.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0
356,1.0,25.962949,1.623812,109.996742,1.0,1.0,2.638359104273156,3.0,2.0,0.0,2.395387,0.000272,0.461532,2.0,1.0
357,0.0,17.412629,1.7157147178115575,97.350366,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.931721,0.0,1.0
358,1.0,40.0,1.570811,62.211572,1.0,1.0,2.253371,3.0,2.0,0.0,2.756916,1.016042,0.213437,2.0,0.0
359,1.0,18.0,1.45,53.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,0.5206432831293801,2.0,3.0,1.0
360,0.0,18.0,1.786758,51.524444,0.0,1.0,2.91548,3.0,2.0,0.0,1.777486,1.077469,1.0,2.0,1.0
361,0.0,18.721041,1.775626,80.113493,1.0,1.0,1.687569,2.756405,2.0,0.0,2.079131,2.931527,0.68173,0.0,1.0
362,0.0,21.0,1.62,70.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0
363,0.0,19.671876,1.699474,78.0,1.0,0.0,1.925064,2.358298,2.0,0.0,2.774043,0.0,0.133566,0.0,1.0
364,1.0,29.32038,1.6958223586439987,69.906708,1.0,1.0,2.366949,3.0,2.0,0.0,1.926577,1.581242,0.0,2.0,0.0
365,1.0,19.755797,1.542328,63.856193,0.0,1.0,2.628791,2.250615230667393,2.0,0.0,1.512035,0.303722,0.003229,2.0,1.0
366,1.0,21.938831,1.611239,67.939653,1.0,1.0,1.906194,3.987707,2.0,0.0,2.597746,1.922234,1.376124,2.0,1.0
367,1.0,20.908785,1.700996,126.490236,1.0,1.0,3.0,3.0,2.0,0.0,1.242832,0.530925,0.575969,2.0,1.0
368,1.0,24.20265479474178,1.706343,93.348843,1.0,1.0,1.70825,3.0,2.0,0.0,1.0,0.899864,1.0,2.0,1.0
369,0.0,22.977357,1.839699,120.431551,1.0,1.0,2.382705,2.938902,2.0,0.0,1.999278,1.686229,0.630866,2.0,1.0
370,0.0,19.665881,1.676346,49.105025,0.0,0.0,2.720701,3.0,2.0,0.0,2.0,1.862235,1.0,2.0,1.0
371,1.0,19.275687,1.623377,82.851318,1.0,1.0,1.276858,2.918124,2.0,0.0,1.403784,0.552511,1.560402,2.0,1.0
372,0.0,20.677105,1.781251,102.950929,1.0,1.0,2.0,3.0,2.0,0.0,1.618189,0.571648,0.0,0.0,1.0
373,1.0,20.392665,1.525234,65.220249,1.0,0.0,2.451009,3.0,2.0,0.0,2.0,2.177243,1.323877,0.0,1.0
374,0.0,27.0,1.83,99.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0
375,1.0,23.090215,1.596586,80.726195,1.0,1.0,1.518966,1.0,2.0,0.0,2.0,0.0,1.094046,0.0,1.0
376,1.0,20.0,1.68,68.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.6997118676176945,0.0,1.0
377,0.0,24.06894,1.706912,85.743727,1.0,1.0,2.0,2.994198,2.0,0.0,2.747302,0.0,0.799756,2.0,1.0
378,1.0,20.989016,1.80734,155.872093,1.0,1.0,3.0,3.0,2.0,0.0,2.417122,0.952725,0.573958,2.0,1.0
379,0.0,22.0,1.68,55.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0
380,0.0,19.59904,1.566501,41.706283,0.0,1.0,2.967853,1.0,3.0,0.0,1.131185,0.0,0.504176,2.0,1.0
381,0.0,24.739421,1.757069,117.298233,1.0,1.0,1.392665,3.0,2.0,0.0,2.0,1.097983,0.630866,2.0,1.0
382,1.0,45.0,1.675953,79.66832,1.0,1.0,2.598051,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
383,0.0,38.71216,1.770278,117.29188,1.0,1.0,2.252382,2.842848,2.0,0.0,1.879381,0.919388,0.0,2.0,0.0
384,1.0,19.364339,1.80835,150.51648,1.0,1.0,3.0,3.0,2.0,0.0,2.514881370539544,1.734424,0.863043,2.0,1.0
385,0.0,39.585811,1.719153,86.464843,1.0,1.0,2.325623,1.313403,2.0,0.0,1.9389137264420206,0.604259,0.0,0.0,0.0
386,1.0,23.090215,1.596586,80.726195,1.0,1.0,1.518966,1.0,2.0,0.0,2.0,0.0,1.094046,0.0,1.0
387,0.0,22.766227,1.874061,89.754302,1.0,1.0,2.0,2.870005,2.0,0.0,1.15031,0.417724,1.0,2.0,0.0
388,1.0,19.47219,1.793824,160.935351,1.0,1.0,3.0,3.0,2.0,0.0,2.069257,1.986646,0.947091,2.0,1.0
389,0.0,29.681308,1.680058,89.994351,1.0,1.0,2.104772,2.376374,2.0,0.0,2.218691,1.52184,0.0,2.0,0.0
390,1.0,22.0,1.67,50.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0
391,0.0,40.366238,1.722396,109.349025,1.0,1.0,2.281963,3.770379,2.0,0.0,1.0,1.330519,0.0,0.0,0.0
392,1.0,39.965474,1.739293,80.914382,0.0,1.0,2.416044,3.196043,2.0,0.0,1.352649,0.148628,1.08266,2.0,0.0
393,0.0,22.0,1.74,75.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
394,0.0,21.0,1.62,70.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0
395,0.0,17.203917,1.853325,59.619485,1.0,1.0,2.883745,3.595761,2.0,0.0,2.0,2.077653,0.714701,0.0,0.0
396,0.0,30.686701,1.644517,100.004418,1.0,1.0,2.96405,2.123138,2.0,0.0,1.0,0.36036450835974065,0.620465,0.0,1.0
397,0.0,25.152155714771343,1.62,70.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0
398,0.0,28.992809,1.909105,129.874864,1.0,1.0,2.206119,3.0,2.0,0.0,1.483856,1.113169,0.0,2.0,1.0
399,0.0,23.246702,1.652971,93.310284,1.0,1.0,1.368978,3.0,2.0,0.0,1.953152,0.104707,0.22183,0.0,0.0
400,0.0,26.0,1.7,70.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0
401,1.0,22.693989,1.627908,82.0,1.0,1.0,1.918251,1.355752,2.0,0.0,1.998108,0.0,1.382906,2.0,1.0
402,0.0,24.679807,1.7,84.687554,1.0,1.0,2.0,2.558843355491948,2.0,0.0,2.020424,0.0,1.0,2.0,1.0
403,1.0,37.597953,1.62901,80.0,1.0,1.0,2.450784,2.952821,2.0,0.0,1.335192,0.180276,0.0,2.0,0.0
404,1.0,30.0,1.71,82.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
405,1.0,23.0,1.64,52.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0
406,0.0,21.0,1.75,50.0,1.0,1.0,3.0,4.0,3.0,0.0,1.916125796751051,1.0,0.0,0.0,2.0
